Region,Districts,TA,EPA,Constituency,GVH,Village,Organisation_Name,Organisation_status,NYCOM_Affiliate,Total_Males_staff,Total_Females_Staff,Focus_AREA,Focus_AREA_Economic,Focus_AREA_Climate_Change,Focus_AREA_Education,Focus_AREA_Health,Focus_AREA_Gender_SocialProtection,Focus_AREA_Agriculture,Focus_AREA_Governance,Economic,Economic_Small_scale_Mining,Economic_MSMEs,Economic_Group_Economies,Economic_IGAs,Economic_Financial_literacy,Economic_Energy,Economic_Transport,Economic_Creative_Industries,Economic_Digital_Skills,Economic_Tourism,Climate_Change,Climate_Change_Environment,Climate_Change_Climatechange_mit,Climate_Change_ClimateJustice_advocacy,Climate_Change_Climatechang_adapt,Climate_Change_Capacitybuilding_training,Climate_Change_Research_innovation,Education,Education_ECD_CBCC,Education_Literacy_language,Education_IEC_Media,Education_VocationalskillsTraining,Education_Arts_craft,Education_Leadership,Education_Cultural_values,Education_Library_service,Education_ICT,Education_Guidance_councelling,Education_STEAM,Education_Foundational_Learning,Education_Inclusive_Education,Education_Schoolhealth_nutrition,Education_Schoolleadership_mangnt,Education_Bursaries_Scholars,Education_Adult_Literacy,Education_Functional_Literacy,Education_Advocacy,Health,Health_HIV_AIDS_STIs,Health_CSEoutofschool,Health_SRHR_Fistula,Health_SRHR_YFHS,Health_SRHR_Familyplanning,Health_Humanitarian_response,Health_Access_SRHR_Vulnerablegrps,Health_Maternal_Health,Health_Peer_Education,Health_SubstanceUse_Abuse,Health_SocialBehaviourChange,Health_MentalHealth,Health_PplLivngwithHIV,Health_WASH,Health_Advocacy,Gender_socialP,Gender_socialP_Gender_equality,Gender_socialP_children_rights,Gender_socialP_Women_girlsEmpowerment,Gender_socialP_Women_rights,Gender_socialP_child_protection,Gender_socialP_youth_childdev,Gender_socialP_Behavior_change,Gender_socialP_Elderly_care,Gender_socialP_Guidance_councelling,Gender_socialP_Resource_centres,Gender_socialP_Orphan_Care,Gender_socialP_Advocacy_policyAdvocacy,Gender_socialP_GBV,Gender_socialP_Adult_literacy,Gender_socialP_Communityskilldev,Gender_socialP_EndingChildMarriages,Gender_socialP_Trad_CulturalPractices,Gender_socialP_TraffickingPersonsPrevention,Gender_socialP_Communitypolicing,Governance,Governance_PoliticalParticipation,Governance_CivicParticipation,Governance_Advocacy_Lobbying,Governance_DemocracyPromotion,Governance_HumanRightsPromotion,Governance_Networking,Governance_Leadership,Agriculture,Agriculture_AgricProd_Productivity,Agriculture_Food_NutritionSecurity,Agriculture_Agribusiness,Agriculture_Sustainabledev,Agriculture_AgricResearch_Innovation,Agriculture_Advocacy,Mission_Statement,Vision,Total_Male Beneficiaries,TotalFem_Beneficiaries,Males_withdisabillity,Females_withdisabillity,Males_disclosedHIVstatus,Females_disclosedHIVstatus,Board_Meeting,Executive_Meeting,Organisation_Meeting,IGA_Activity,Areas_ofimprovement,Areas_ofimprovement_Health,Areas_ofimprovement_leadership,Areas_ofimprovement_Entrepreneurship,Areas_ofimprovement_M_E,Areas_ofimprovement_ICT,Areas_ofimprovement_Vocational,Areas_ofimprovement_Finance,Areas_ofimprovement_Administration,Areas_ofimprovement_Communication,Areas_ofimprovement_Procurement,MRA_Reg_Cert,Ngora_Reg_Cert,Congoma_Reg_Cert,Registrageneral_Reg_Cert,Youthcoop_Reg_Cert,MBS_Reg_Cert,MSME_Reg_Cert,Challenges,Challenges_Access_to_Land,Challenges_Finances,Challenges_Capacity_Building,Challenges_Lack_Systems,Challenges_Regulatorybody_registration,Challenges_ResourseMobilisationTechiniques,Challenges_Markets,Challenges_Networking_Partnership_building,Challenges_Leadership,Latitude,Longitude,Altitude,Accuracy
Central,Lilongwe,TA Tsabango,N/A,City center,N/A,Area 33,Rise Hope network,Active,No,8,8,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Financial_literacy Creative_Industries Digital_Skills,0,0,1,1,1,0,0,1,1,0,Environment Climatechange_mit Climatechang_adapt Capacitybuilding&training Research_innovation,1,1,0,1,1,1,ECD&CBCC Literacy&language IEC&Media Leadership Guidance_councelling STEAM Inclusive_Education Schoolhealth_nutrition Schoolleadership_mangnt Bursaries_Scholars Advocacy,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,SRHR_YFHS Peer_Education MentalHealth WASH Advocacy,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Elderly_care Orphan_Care Advocacy-policyAdvocacy GBV Adult_literacy Communityskilldev EndingChildMarriages,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,CivicParticipation Advocacy&Lobbying DemocracyPromotion Networking Leadership,0,1,1,1,0,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,"The organization’s mission is to give underprivileged and worthy communities access to necessities, encourage social entrepreneurship, and support sustainable community development","Our vision at Rising Hope Network is to create an African society where every child and woman has the opportunity to live a life of dignity, hope, and ability.",725,434,0,0,0,0,Quarterly,Weekly,Monthly,Monthly contributions & Business,Finance Administration,0,0,0,0,0,0,1,1,0,0,Yes,No,No,No,No,No,No,Finances Regulatorybody_registration ResourseMobilisationTechiniques,0,1,0,0,1,1,0,0,0,-13.9686959620162,33.7762232314072,1056.3,14.7
Central,Lilongwe,TA Malili,Chitedze,Kaphuno,Kafele,Chinsapo 1,Forum for Concerned Young People (FOCO-YOPE),Active,Yes,4,8,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies,0,0,1,0,0,0,0,0,0,0,Climatechange_mit,0,1,0,0,0,0,VocationalskillsTraining,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HIV,AIDS,STIs Maternal_Health WASH",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Gender_equality GBV,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PoliticalParticipation CivicParticipation,1,1,0,0,0,0,0,Food&NutritionSecurity,0,1,0,0,0,0,To promote social and economic status of the youth and other vulnerable groups of people in the society through empowerment and ensuring that the is equal and active participation in development issues that concern them for sustainable socio- economic development in Malawi,"To see responsible,well informed,skilled,social economically empowered and productive youth generations who can actively and effectively contribute to socio -economic Development of their respective community and the country as whole",411,1056,2,12,3,100,Quarterly,Weekly,Monthly,Proposal writing/ farming,leadership M&E,0,1,0,1,0,0,0,0,0,0,No,No,Yes,Yes,No,No,No,Finances Capacity_Building Lack_Systems,0,1,1,1,0,0,0,0,0,-14.0206404507173,33.7196111274559,1083.6,7.8
Central,Lilongwe,TA Chitukula,Ngwagwa,Lilongwe city center,Chabuka,Chabuka,Ambassadors Charity Trust (ACT),Active,Pending,5,3,Climate_Change Education Gender&SocialP Agriculture Governance,0,1,1,0,1,1,1,,,,,,,,,,,,Environment ClimateJustice_advocacy,1,0,1,0,0,0,Inclusive_Education Adult_Literacy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,Women&girlsEmpowerment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Advocacy&Lobbying,0,0,1,0,0,0,0,AgricProd&Productivity,1,0,0,0,0,0,"To engage in works of national development and charity through the provision of entrepreneurship skills,capacity building and supporting the underprivileged of the society",To be most reliable hope of nations that provide a bridge between the wealthy and the underprivileged as to make world a better place to live in,288,312,7,5,0,0,Biannually,Monthly,Monthly,Business,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,Finances Regulatorybody_registration ResourseMobilisationTechiniques,0,1,0,0,1,1,0,0,0,-13.8915691627711,33.7456252615915,1115.8,5
Central,Lilongwe,TA Chitukula,Lilongwe ADD,Lilongwe city center,Gomani,Area 49 Dubai,Generation For Change,Active,Yes,5,8,Climate_Change Education Health,0,1,1,1,0,0,0,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,Foundational_Learning Bursaries_Scholars,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,SRHR_Fistula SRHR_YFHS SRHR_Familyplanning MentalHealth WASH,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To empower children and youth through education,improve health outcomes and protect our environment for future generations","We envision a world where children and youth have equal access to quality education,health care and a sustainable environment",69,94,5,9,0,0,Quarterly,Quarterly,Biannually,Membership Contribution,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,No,No,No,No,No,No,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-13.9153545240896,33.7570886898123,1098.4,13.8
Central,Lilongwe,TA Njewa,Lilongwe ADD,Lilongwe central,Ngombekwawa,Area 47/3,Malawi Girl Guide Organization (MAGGA),Active,Yes,6,8,Climate_Change Education Health Gender&SocialP,0,1,1,1,1,0,0,,,,,,,,,,,,Environment Climatechange_mit ClimateJustice_advocacy Capacitybuilding&training,1,1,1,0,1,0,ECD&CBCC IEC&Media VocationalskillsTraining Leadership Cultural_values Guidance_councelling STEAM Inclusive_Education Schoolleadership_mangnt Advocacy,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling GBV Communityskilldev EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,,,,,,,,,,,,,,,,"To enable girls and young women to develop physically,socially, emotionally,spiritually,intellectually,culturally and economically so that they become responsible and useful citizens of Malawi",A population of Malawian girls and young women that is empowered to realize their fullest potential and take action as responsible citizens of the country,3600,779788,23,89,0,0,Quarterly,Monthly,Weekly,Proposals,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Finances ResourseMobilisationTechiniques Networking&Partnership_building,0,1,0,0,0,1,0,1,0,-13.9571139161604,33.7633314864589,1086.4,6.3
Central,Lilongwe,TA Chitukula,Chingonthi,Lilongwe city center,Chatata,Kanengo,Together For Transformation (TFORT),Active,Pending,2,2,Economic Education Health Agriculture,1,0,1,1,0,1,0,MSMEs IGAs Financial_literacy,0,1,0,1,1,0,0,0,0,0,,,,,,,,Literacy&language Foundational_Learning,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CSEoutofschool Humanitarian_response Advocacy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,To eradicate poverty trap of the under presented and the under helped Malawian,To create a better everyday life for the youth,315,435,4,6,0,0,Biannually,Monthly,Monthly,Peace work,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,Finances Regulatorybody_registration Leadership,0,1,0,0,1,0,0,0,1,-13.8967607250421,33.7943644949721,1116.8,11.6
Central,Lilongwe,TA Chitukula,Ngwangwa,Lilongwe City center,Muluzi,Area 49,Sustainable Fashion and Women Empowerment,Active,No,0,9,Economic Climate_Change Education Health Gender&SocialP,1,1,1,1,1,0,0,IGAs,0,0,0,1,0,0,0,0,0,0,Environment Climatechange_mit,1,1,0,0,0,0,VocationalskillsTraining Leadership,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SRHR_YFHS SRHR_Familyplanning WASH,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Women&girlsEmpowerment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,To provide innovative solutions to the different challenges that adolescents girls and young women face,"To be a leading force in empowering communities through innovative programs,partnerships and impactful advocacy,creating a world where everyone has the opportunity to thrive",0,30,0,0,0,1,Quarterly,Monthly,Weekly,Donor funding / Business,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,Pending,No,No,No,No,No,No,Finances Regulatorybody_registration ResourseMobilisationTechiniques,0,1,0,0,1,1,0,0,0,-13.9192984208626,33.7358576404854,1077.8,6.5
Central,Lilongwe,TA Chitukula,Lilongwe ADD,Chapalanavisi,Centi,Centi,Explorer Acts Theater,Active,Pending,13,9,Climate_Change Education Gender&SocialP Agriculture,0,1,1,0,1,1,0,,,,,,,,,,,,Environment Climatechange_mit ClimateJustice_advocacy,1,1,1,0,0,0,Guidance_councelling Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,Women&girlsEmpowerment Communityskilldev,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,Agribusiness,0,0,1,0,0,0,To implement development in youth and community,To create lifetime change in youth living standards through the locally available support that will enhance to create good leaders of Malawi,7800,7550,60,13,0,2,Bi_weekly,Monthly,Bi_weekly,Business,ICT Finance,0,0,0,0,1,0,1,0,0,0,No,No,No,No,No,No,No,Finances Regulatorybody_registration Networking&Partnership_building,0,1,0,0,1,0,0,1,0,-13.9241577998667,33.768880973077,1072.3,9.1
Central,Lilongwe,TA Tsabango,Lilongwe ADD,Lilongwe south east,Chilinde,Chilinde,Christian youth Association of Malawi,Active,Yes,3,2,Climate_Change Health Governance,0,1,0,1,0,0,1,,,,,,,,,,,,Environment Climatechange_mit Capacitybuilding&training,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,SRHR_YFHS SRHR_Familyplanning,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,PoliticalParticipation HumanRightsPromotion Leadership,1,0,0,0,1,0,1,,,,,,,,"To promote youth active participation ,empower and strengthen their initiatives for the betterment of their spiritual and social life","A God fearing , educated,responsible,independent and social economically empowered youth that will contribute positively to the development of their development of their communities and nation at large",73,50,2,0,2,3,Biannually,Monthly,Weekly,Donor funding,M&E ICT,0,0,0,1,1,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Finances Capacity_Building Networking&Partnership_building,0,1,1,0,0,0,0,1,0,-13.9930359799028,33.808675556455,1098.8,7.3
Central,Lilongwe,M'BwaTAlika,Mpingu,Lilongwe likuni Constituency,Bingu,Sachikumva,ACADES,Active,Yes,14,8,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Financial_literacy Energy Digital_Skills,0,0,1,1,1,1,0,0,1,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training Research_innovation,1,1,1,1,1,1,Literacy&language,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanitarian_response Advocacy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Gender_equality Women&girlsEmpowerment Women_rights Advocacy-policyAdvocacy GBV,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying Leadership,1,1,1,0,0,0,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,To commercialise and improve the live hoods of smallholder farmers,NA,18095,18833,416,432,0,0,Quarterly,Monthly,Biannually,Commodity aggregation,leadership M&E,0,1,0,1,0,0,0,0,0,0,Yes,No,No,Yes,Pending,Pending,No,Regulatorybody_registration ResourseMobilisationTechiniques Markets,0,0,0,0,1,1,1,0,0,-14.0224275,33.5966348,1162,9.5
Central,Lilongwe,TA Chadza,Mkwinda,Bunda mitundu,Mkwinda,Mkwinda,YouthFirst Malawi organisation (YFM),Active,Pending,7,9,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Financial_literacy Energy,0,0,1,1,1,1,0,0,0,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training Research_innovation,1,1,1,1,1,1,VocationalskillsTraining Inclusive_Education Functional_Literacy Advocacy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps MentalHealth PplLivngwithHIV WASH Advocacy",1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights youth&childdev Behavior_change Guidance_councelling Advocacy-policyAdvocacy GBV Communityskilldev EndingChildMarriages,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,"To provide opportunities for the holistic development of young people I malawi,through initiatives in education, skills development, civic engagement, health and well being ,social empowerment and youth engagement in community developmental activities.","To empower and inspire young people in malawi to become active and responsible citizens, capable of contributing positively to their communities and the development of country.",4871,4732,5,3,0,0,Quarterly,Monthly,Quarterly,Fundraising,Entrepreneurship Finance,0,0,1,0,0,0,1,0,0,0,Pending,No,No,Pending,Pending,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-14.190086,33.7604705,1157.5,5.4
Central,Lilongwe,TA Tsabango,Mwachinga,Lilongwe city west,Chigoneka,Area 15,Youth wave,Active,Yes,8,5,Economic Health Gender&SocialP Agriculture Governance,1,0,0,1,1,1,1,IGAs Creative_Industries Digital_Skills,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Resource_centres Advocacy-policyAdvocacy GBV EndingChildMarriages Trad&CulturalPractices,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,PoliticalParticipation CivicParticipation Advocacy&Lobbying HumanRightsPromotion Leadership,1,1,1,0,1,0,1,Agribusiness AgricResearch&Innovation Advocacy,0,0,1,0,1,1,To develop the next generation of young leaders and empower them to solve the worlds toughest challenges using innovative solutions in sustainable ways,A global village where young people lived their dreams and lead change,355,360,3,1,0,0,Biannually,Monthly,Weekly,Grants,Entrepreneurship Procurement,0,0,1,0,0,0,0,0,0,1,Yes,Yes,Yes,Yes,No,No,No,Access_to_Land Lack_Systems Networking&Partnership_building,1,0,0,1,0,0,0,1,0,-13.9627709262126,33.7677298276384,1074.5,13.2
Central,Lilongwe,TA Njewa,Lilongwe ADD,Lilongwe city west,Mango street,47,For Equality,Active,Pending,2,7,Climate_Change Health Gender&SocialP,0,1,0,1,1,0,0,,,,,,,,,,,,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Maternal_Health Peer_Education PplLivngwithHIV Advocacy,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,Gender_equality children_rights Women_rights Advocacy-policyAdvocacy GBV,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,To strengthen the individual and collective agency of African women to dismantle systems of oppression that hinder the attainment of gender equality,Towards a gender equal and just Africa,2755,2106,12,8,0,0,Quarterly,Weekly,Weekly,Grants,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-13.9542768057245,33.7662927942847,1073.4,17.2
Central,Lilongwe,TA Tsabango,Lilongwe ADD,Lilongwe city west,Chigoneka ward,Area 4,Youth initiative for change and development,Active,No,12,5,Economic Climate_Change Education Health Gender&SocialP Governance,1,1,1,1,1,0,1,Group_Economies IGAs Financial_literacy,0,0,1,1,1,0,0,0,0,0,Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,0,1,1,1,1,0,VocationalskillsTraining Leadership Cultural_values Guidance_councelling Inclusive_Education Schoolhealth_nutrition Advocacy,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,Gender_equality Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Advocacy-policyAdvocacy GBV Communityskilldev EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention Communitypolicing,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,,,,,,,,"To help youth into proud, self- reliant, confident, health and responsible youths who contribute effectively to the development of the nation","Helping shape vibrant youth who are health , self reliant and who take concerted effort to make Malawi a better place through self and national development.",340,340,20,20,1,0,Quarterly,Quarterly,Monthly,Grants,M&E ICT,0,0,0,1,1,0,0,0,0,0,Pending,No,No,Yes,No,No,No,Access_to_Land Finances Capacity_Building,1,1,1,0,0,0,0,0,0,-13.9732237501769,33.7732110335468,1066.5,4.9
Central,Lilongwe,TA Malili,Mpingu,Lilongwe west,Sato,Likuni forest,Roots youth organisation,Active,No,11,4,Health Agriculture,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HIV,AIDS,STIs SRHR_Familyplanning",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,To elevate lives of youth through farming,To help youth be financially independent.,2,4,0,2,0,0,Monthly,Monthly,Weekly,Farming,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,No,No,No,No,No,No,No,Access_to_Land Finances Markets,1,1,0,0,0,0,1,0,0,-14.0300138,33.7145797,1028.9,4.9
Central,Lilongwe,TA Mazengera,Chigodi,Lilongwe nkhoma mpingu,Dzuwa,Makwinja,Tsogolo youth shepherd organisation,Active,Pending,5,4,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies IGAs Financial_literacy,0,1,1,1,1,0,0,0,0,0,Climatechange_mit ClimateJustice_advocacy,0,1,1,0,0,0,ECD&CBCC VocationalskillsTraining Foundational_Learning Inclusive_Education Bursaries_Scholars Adult_Literacy Advocacy,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Elderly_care Guidance_councelling Resource_centres Advocacy-policyAdvocacy GBV EndingChildMarriages Communitypolicing,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying HumanRightsPromotion,1,1,1,0,1,0,0,AgricProd&Productivity Food&NutritionSecurity Agribusiness Advocacy,1,1,1,0,0,1,"Shall be non governmental,non profit making,independent,impartial and neutral service delivery organisation by youth from nkhoma in the Lilongwe District that exists to promote education,health,youth and women Empowerment in the district.","To be the primary support and platform for the informed,inspired and empowered youth in Traditional Authority Mazengera and fully participates in the promotion of education,health,environment Christian values towards the elderly and women Empowerment in the Lilongwe and surrounding Districts.",128,128,2,1,40,31,Quarterly,Monthly,Monthly,Mobile money business and farming,Entrepreneurship Vocational,0,0,1,0,0,1,0,0,0,0,No,Pending,No,Pending,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-14.048912,34.1159941,1062.3,233.4
Central,Lilongwe,TA Chimutu,Chiwamba EPA 21,Lilongwe North East,Kafulatira,Mgwazamaya,Centre for youth Development and Social Empowerment  (CYDSE),Active,Yes,5,4,Economic Climate_Change Education Health Gender&SocialP Agriculture,1,1,1,1,1,1,0,MSMEs Group_Economies IGAs Financial_literacy,0,1,1,1,1,0,0,0,0,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt,1,1,1,1,0,0,VocationalskillsTraining Cultural_values Guidance_councelling Bursaries_Scholars,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Peer_Education PplLivngwithHIV Advocacy",1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Guidance_councelling GBV,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity Food&NutritionSecurity Agribusiness,1,1,1,0,0,0,"Exist to prevent transmission of HIV and mitigate AIDS impact,promote human rights and democracy,empower young people and promote climate change adaptation and sustainable development in Malawi.",To have a society with health people that respects human rights with participation of young people for sustainable development.,5370,6650,17,11,35,85,Quarterly,Weekly,Monthly,Member contributions and grant,Entrepreneurship Finance,0,0,1,0,0,0,1,0,0,0,No,Yes,Yes,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-13.8545112,33.9224919,1175.5,7.7
